Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
0	0	0.6816186904907227	0.46064281463623047	1334.980224609375	44.66365432739258	1564.720947265625	0.0026465077	-0.0035627503	32.52449417114258	True
0	100	1.3675665855407715	0.25197529792785645	1173.043212890625	7.214816093444824	773.8443603515625	0.19889615	0.036004994	4.548815727233887	True
0	200	0.9959366321563721	0.24448728561401367	1005.1427001953125	0.5127207040786743	751.460693359375	0.23222853	0.038540337	0.2927219867706299	True
0	300	0.9473764896392822	0.2504918575286865	1139.5302734375	0.231437087059021	744.1325073242188	0.24441078	0.01143061	0.7085331678390503	True
0	400	0.9455795288085938	0.2418971061706543	1030.1749267578125	0.29166364669799805	738.5032958984375	0.2575835	0.008442876	0.45332130789756775	True
1	500	0.19224023818969727	0.25327372550964355	1272.23876953125	0.5846487283706665	739.3917846679688	0.25493267	0.06423133	1.3711446523666382	False
1	600	0.9852209091186523	0.2432413101196289	975.8843994140625	0.184781014919281	731.5167236328125	0.2738849	0.042895675	0.8906115293502808	True
1	700	0.9679646492004395	0.2541971206665039	1078.468994140625	0.25248274207115173	728.0004272460938	0.28536478	0.0979027	0.7016297578811646	True
1	800	1.3844594955444336	0.2813868522644043	1078.008056640625	0.3138062655925751	724.2455444335938	0.29461083	0.082971394	0.39937132596969604	True
1	900	1.428307056427002	0.2868616580963135	987.6177368164062	0.23121747374534607	721.071533203125	0.3005213	0.01842567	0.921818733215332	True
2	1000	0.4113321304321289	0.30478525161743164	1132.668701171875	0.5055138468742371	718.3790283203125	0.30493107	0.08845474	0.502036452293396	True
2	1100	1.4812819957733154	0.28047990798950195	1095.7723388671875	0.3343481421470642	717.1670532226562	0.30808032	0.028460365	0.6125911474227905	True
2	1200	1.4584131240844727	0.29969167709350586	983.9214477539062	0.44848906993865967	714.6716918945312	0.31319278	-0.0071564745	0.3629195988178253	True
2	1300	1.8250064849853516	0.287766695022583	1081.17919921875	0.3572070002555847	713.5682983398438	0.3143146	0.019870766	0.6316776871681213	True
2	1400	1.6762402057647705	0.27889370918273926	1008.280517578125	0.21770375967025757	715.7286376953125	0.31257495	0.006308262	0.5535146594047546	False
3	1500	0.6380176544189453	0.2788584232330322	925.8280639648438	0.22730912268161774	713.8162841796875	0.31345755	0.05119689	0.726421594619751	False
3	1600	1.4277279376983643	0.28006410598754883	1021.0001831054688	0.479354590177536	714.0120849609375	0.3110486	0.046664983	0.38146087527275085	False
3	1700	1.429504156112671	0.3007645606994629	1018.8235473632812	0.24861954152584076	709.561767578125	0.32321823	-0.0022217205	0.785946786403656	True
3	1800	1.4629559516906738	0.27938342094421387	1147.7880859375	0.49994879961013794	709.7088012695312	0.3227094	-0.021734389	0.8447432518005371	False
3	1900	1.478102207183838	0.28315114974975586	1080.0111083984375	0.5580955743789673	711.2695922851562	0.3233233	0.010356063	0.7299288511276245	False
4	2000	0.7763698101043701	0.29572296142578125	948.21142578125	0.14848941564559937	708.38623046875	0.32565132	0.018665383	0.7918581962585449	True
4	2100	1.472670316696167	0.2844431400299072	987.0294189453125	0.21759477257728577	708.5187377929688	0.32422763	0.010924939	0.6157846450805664	True
4	2200	1.7176668643951416	0.28519654273986816	1132.812255859375	0.5107264518737793	709.6119384765625	0.3247395	0.06046447	0.4475506544113159	False
4	2300	1.9565520286560059	0.30485987663269043	925.0218505859375	0.2455458790063858	706.897216796875	0.3274519	0.027074788	0.7411761283874512	True
4	2400	1.9418587684631348	0.2843055725097656	939.4798583984375	0.2936059832572937	708.7081298828125	0.32217783	0.13863271	0.6305271983146667	False
5	2500	1.2894999980926514	0.28894758224487305	932.3377685546875	0.1796005666255951	706.2611083984375	0.32976532	0.06648158	0.6635423302650452	True
5	2600	1.912865400314331	0.2903778553009033	931.4217529296875	0.23049946129322052	707.4989624023438	0.32778737	0.07468534	0.6269257068634033	False
5	2700	1.9192910194396973	0.29112792015075684	1035.49462890625	0.2910233736038208	706.65771484375	0.33259732	0.0363196	0.72660893201828	False
5	2800	1.8316161632537842	0.28932714462280273	1051.169921875	0.378689706325531	707.1181640625	0.3279134	0.12515691	0.7613848447799683	False
5	2900	1.5477421283721924	0.2794041633605957	935.414794921875	0.2768611013889313	706.0143432617188	0.33041164	0.11125999	0.9572147727012634	False
6	3000	1.5101780891418457	0.2994418144226074	915.3292236328125	0.15844736993312836	706.2879028320312	0.3310554	0.14179778	0.5835213661193848	True
6	3100	1.8172791004180908	0.28703975677490234	1034.7071533203125	0.21584084630012512	705.1674194335938	0.33478892	0.06632897	0.9566584825515747	True
6	3200	1.9218108654022217	0.2879509925842285	1010.9976806640625	0.19153837859630585	706.0903930664062	0.3314358	0.10278928	0.6931308507919312	False
6	3300	1.7733123302459717	0.2843334674835205	1068.39208984375	0.3346514403820038	705.0313110351562	0.33428872	0.06493592	0.9455397129058838	True
7	3400	0.15940237045288086	0.28348469734191895	912.9713134765625	0.5836368203163147	705.6383056640625	0.33367255	0.08332431	1.4476839303970337	False
7	3500	1.4120323657989502	0.28334760665893555	1077.3466796875	0.39525341987609863	705.4389038085938	0.33189672	0.1005429	0.6056762337684631	False
7	3600	1.404827356338501	0.2788577079772949	1100.69775390625	0.5070435404777527	704.6724853515625	0.33449787	0.11816404	0.4719441831111908	True
7	3700	1.5587995052337646	0.2981290817260742	993.5872802734375	0.35864773392677307	703.8286743164062	0.33625588	0.13896352	0.7374868392944336	True
7	3800	1.8432817459106445	0.2883474826812744	919.9595947265625	0.10068020969629288	704.7131958007812	0.33425453	0.058550216	0.8515382409095764	False
8	3900	0.32961511611938477	0.2832317352294922	1012.642822265625	0.5515289306640625	704.1636352539062	0.33640388	0.06459645	0.7531628608703613	False
8	4000	1.3546476364135742	0.2823781967163086	981.895263671875	0.3111804127693176	704.7266845703125	0.33463714	0.107585356	0.7485448122024536	False
8	4100	1.355271339416504	0.2881448268890381	972.08349609375	0.22713543474674225	703.6923828125	0.33656892	0.07748325	0.6233562231063843	True
8	4200	1.4264740943908691	0.28861451148986816	1057.109375	0.44541260600090027	704.6099243164062	0.33399463	0.16744	0.8056914806365967	False
8	4300	1.4786887168884277	0.2871592044830322	1091.6016845703125	0.4883565604686737	705.7325439453125	0.33724374	0.1665732	0.6371446251869202	False
9	4400	0.7524149417877197	0.2934224605560303	1019.3861083984375	0.4483632445335388	703.128662109375	0.33872944	0.11563243	0.6211323738098145	True
9	4500	1.888936996459961	0.29540109634399414	1033.099365234375	0.3317210078239441	702.8720092773438	0.33844575	0.15394177	0.47918424010276794	True
9	4600	1.8441240787506104	0.3058745861053467	1133.4732666015625	0.33508944511413574	703.1564331054688	0.3370773	0.17733166	0.5529911518096924	False
9	4700	1.9325299263000488	0.30100440979003906	1057.6224365234375	0.28830528259277344	705.1602783203125	0.3344779	0.10542669	0.49326765537261963	False
