Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
0	0	0.6655304431915283	0.5450327396392822	1275.9169921875	40.47990417480469	1677.027587890625	0.0016577491	-0.25495064	29.630416870117188	True
0	100	1.761230230331421	0.35634493827819824	1122.37060546875	19.25792694091797	786.2669677734375	0.17366531	0.097870275	12.965930938720703	True
0	200	2.1242868900299072	0.34533047676086426	951.5662841796875	0.45645421743392944	782.9437866210938	0.23114847	-0.0011876589	0.31978151202201843	True
0	300	2.1439783573150635	0.3516104221343994	1218.9224853515625	0.6173516511917114	783.3405151367188	0.2456683	-0.003379981	0.35150545835494995	False
0	400	2.038990020751953	0.3631908893585205	1074.243896484375	0.17307034134864807	781.9183349609375	0.2564579	-0.027487263	0.9312541484832764	True
1	500	0.22998261451721191	0.361924409866333	918.1431884765625	0.19290786981582642	796.1268920898438	0.2699054	0.03276822	0.8096599578857422	False
1	600	2.0873665809631348	0.3518707752227783	1142.63623046875	0.3392478823661804	804.5697631835938	0.28524357	0.05490069	0.8217782974243164	False
1	700	2.156632900238037	0.3542509078979492	927.8828125	0.12227672338485718	810.8200073242188	0.29433382	0.054323096	0.6349426507949829	False
1	800	2.0943257808685303	0.3460524082183838	1123.672119140625	0.3227773904800415	812.2108154296875	0.2982758	0.14267376	0.5718319416046143	False
1	900	2.154249429702759	0.3711872100830078	1031.8187255859375	0.4642418324947357	804.2166137695312	0.3066655	0.05825782	0.39544618129730225	False
2	1000	0.6559412479400635	0.37377476692199707	1056.407470703125	0.20201827585697174	800.1192626953125	0.30652937	0.09968354	0.6257604360580444	False
2	1100	2.1555182933807373	0.35553693771362305	1038.5592041015625	0.2750091552734375	805.73388671875	0.31536517	0.13994068	0.600127100944519	False
2	1200	2.118711233139038	0.34725189208984375	1237.6605224609375	0.5501847267150879	803.2377319335938	0.31775615	0.14864838	0.4618503749370575	False
2	1300	2.17207407951355	0.3655099868774414	873.330078125	0.1732136309146881	818.9246826171875	0.32019538	0.16782619	0.838833212852478	False
2	1400	2.175463914871216	0.3455324172973633	1004.7919311523438	0.296425998210907	821.884521484375	0.3182286	0.15377535	0.930222749710083	False
